Date,State,New Confirmed Cases,7-Day Avg,Quarter,Average Fare ($),Adj Average Fare ($),Passengers_2024_Benchmark
2019-10-04,OH,324,193.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-05,OH,0,154.4,Q4_2019,322.77,396.0785714285715,275340
2019-10-06,OH,0,128.66666666666666,Q4_2019,322.77,396.0785714285715,275340
2019-10-07,OH,0,110.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-10-08,OH,0,97.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-10-09,OH,49,104.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-10-10,OH,0,53.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-10-11,OH,0,7.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-12,OH,134,26.142857142857142,Q4_2019,322.77,396.0785714285715,275340
2019-10-13,OH,135,45.42857142857143,Q4_2019,322.77,396.0785714285715,275340
2019-10-14,OH,0,45.42857142857143,Q4_2019,322.77,396.0785714285715,275340
2019-10-15,OH,189,72.42857142857143,Q4_2019,322.77,396.0785714285715,275340
2019-10-16,OH,0,65.42857142857143,Q4_2019,322.77,396.0785714285715,275340
2019-10-17,OH,60,74.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-18,OH,174,98.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-10-19,OH,3,80.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-10-20,OH,100,75.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-10-21,OH,0,75.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-10-22,OH,0,48.142857142857146,Q4_2019,322.77,396.0785714285715,275340
2019-10-23,OH,0,48.142857142857146,Q4_2019,322.77,396.0785714285715,275340
2019-10-24,OH,0,39.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-10-25,OH,0,14.714285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-10-26,OH,0,14.285714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-10-27,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-28,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-29,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-30,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-10-31,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-01,OH,105,15.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-02,OH,184,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-03,OH,0,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-04,OH,0,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-05,OH,0,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-06,OH,0,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-07,OH,0,41.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-08,OH,0,26.285714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-11-09,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-10,OH,0,0.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-11,OH,46,6.571428571428571,Q4_2019,322.77,396.0785714285715,275340
2019-11-12,OH,129,25.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-13,OH,0,25.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-14,OH,0,25.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-15,OH,0,25.0,Q4_2019,322.77,396.0785714285715,275340
2019-11-16,OH,3,25.428571428571427,Q4_2019,322.77,396.0785714285715,275340
2019-11-17,OH,0,25.428571428571427,Q4_2019,322.77,396.0785714285715,275340
2019-11-18,OH,124,36.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-11-19,OH,0,18.142857142857142,Q4_2019,322.77,396.0785714285715,275340
2019-11-20,OH,0,18.142857142857142,Q4_2019,322.77,396.0785714285715,275340
2019-11-21,OH,70,28.142857142857142,Q4_2019,322.77,396.0785714285715,275340
2019-11-22,OH,46,34.714285714285715,Q4_2019,322.77,396.0785714285715,275340
2019-11-23,OH,548,112.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-11-24,OH,79,123.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-11-25,OH,0,106.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-11-26,OH,0,106.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-11-27,OH,0,106.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-11-28,OH,0,96.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-11-29,OH,0,89.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-11-30,OH,193,38.85714285714285,Q4_2019,322.77,396.0785714285715,275340
2019-12-01,OH,0,27.571428571428573,Q4_2019,322.77,396.0785714285715,275340
2019-12-02,OH,0,27.571428571428573,Q4_2019,322.77,396.0785714285715,275340
2019-12-03,OH,0,27.571428571428573,Q4_2019,322.77,396.0785714285715,275340
2019-12-04,OH,357,78.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-12-05,OH,0,78.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-12-06,OH,376,132.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-12-07,OH,172,129.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-12-08,OH,106,144.42857142857142,Q4_2019,322.77,396.0785714285715,275340
2019-12-09,OH,83,156.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-12-10,OH,88,168.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-12-11,OH,0,117.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-12-12,OH,0,117.85714285714286,Q4_2019,322.77,396.0785714285715,275340
2019-12-13,OH,179,89.71428571428571,Q4_2019,322.77,396.0785714285715,275340
2019-12-14,OH,0,65.14285714285714,Q4_2019,322.77,396.0785714285715,275340
2019-12-15,OH,0,50.0,Q4_2019,322.77,396.0785714285715,275340
2019-12-16,OH,0,38.142857142857146,Q4_2019,322.77,396.0785714285715,275340
2019-12-17,OH,350,75.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-12-18,OH,259,112.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-19,OH,0,112.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-20,OH,200,115.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-21,OH,0,115.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-22,OH,0,115.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-23,OH,0,115.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-24,OH,322,111.57142857142856,Q4_2019,322.77,396.0785714285715,275340
2019-12-25,OH,0,74.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-12-26,OH,0,74.57142857142857,Q4_2019,322.77,396.0785714285715,275340
2019-12-27,OH,0,46.0,Q4_2019,322.77,396.0785714285715,275340
2019-12-28,OH,390,101.71428571428572,Q4_2019,322.77,396.0785714285715,275340
2019-12-29,OH,335,149.57142857142858,Q4_2019,322.77,396.0785714285715,275340
2019-12-30,OH,453,214.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-12-31,OH,0,168.28571428571428,Q4_2019,322.77,396.0785714285715,275340
2019-10-01,PA,357,357.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-02,PA,205,281.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-03,PA,27,196.33333333333331,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-04,PA,0,147.25,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-05,PA,0,117.8,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-06,PA,114,117.16666666666669,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-07,PA,93,113.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-08,PA,290,104.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-09,PA,140,94.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-10,PA,0,91.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-11,PA,220,122.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-12,PA,0,122.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-13,PA,0,106.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-14,PA,60,101.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-15,PA,409,118.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-16,PA,631,188.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-17,PA,131,207.28571428571428,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-18,PA,0,175.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-19,PA,116,192.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-20,PA,187,219.14285714285717,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-21,PA,0,210.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-22,PA,369,204.8571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-23,PA,56,122.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-24,PA,109,119.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-25,PA,143,140.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-26,PA,94,136.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-27,PA,177,135.42857142857142,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-28,PA,0,135.42857142857142,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-29,PA,0,82.71428571428571,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-30,PA,0,74.71428571428571,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-31,PA,97,73.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-01,PA,165,76.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-02,PA,101,77.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-03,PA,344,101.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-04,PA,8,102.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-05,PA,143,122.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-06,PA,0,122.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-07,PA,0,108.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-08,PA,149,106.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-09,PA,179,117.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-10,PA,0,68.42857142857143,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-11,PA,0,67.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-12,PA,0,46.85714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-13,PA,0,46.85714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-14,PA,188,73.71428571428571,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-15,PA,125,70.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-16,PA,110,60.42857142857143,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-17,PA,19,63.142857142857146,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-18,PA,11,64.71428571428571,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-19,PA,0,64.71428571428571,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-20,PA,149,86.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-21,PA,94,72.57142857142857,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-22,PA,108,70.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-23,PA,0,54.42857142857143,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-24,PA,0,51.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-25,PA,229,82.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-26,PA,0,82.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-27,PA,0,61.57142857142857,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-28,PA,148,69.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-29,PA,0,53.85714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-11-30,PA,221,85.42857142857143,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-01,PA,133,104.42857142857144,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-02,PA,146,92.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-03,PA,0,92.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-04,PA,252,128.57142857142858,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-05,PA,62,116.28571428571428,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-06,PA,0,116.28571428571428,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-07,PA,38,90.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-08,PA,0,71.14285714285714,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-09,PA,91,63.285714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-10,PA,0,63.285714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-11,PA,0,27.285714285714285,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-12,PA,0,18.428571428571427,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-13,PA,232,51.57142857142857,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-14,PA,0,46.142857142857146,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-15,PA,316,91.28571428571428,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-16,PA,0,78.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-17,PA,0,78.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-18,PA,0,78.28571428571429,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-19,PA,257,115.0,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-20,PA,0,81.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-21,PA,0,81.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-22,PA,42,42.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-23,PA,110,58.42857142857143,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-24,PA,233,91.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-25,PA,299,134.42857142857142,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-26,PA,0,97.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-27,PA,0,97.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-28,PA,0,97.71428571428572,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-29,PA,62,100.57142857142856,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-30,PA,0,84.85714285714286,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-12-31,PA,0,51.57142857142857,Q4_2019,403.2513333333334,494.84133333333335,618958
2019-10-01,TX,0,0.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-02,TX,0,0.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-03,TX,402,134.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-04,TX,17,104.75,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-05,TX,0,83.8,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-06,TX,52,78.5,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-07,TX,0,67.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-08,TX,0,67.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-09,TX,132,86.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-10,TX,161,51.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-11,TX,0,49.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-12,TX,0,49.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-13,TX,0,41.85714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-14,TX,0,41.85714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-15,TX,0,41.85714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-16,TX,283,63.42857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-17,TX,338,88.71428571428571,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-18,TX,0,88.71428571428571,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-19,TX,125,106.57142857142856,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-20,TX,72,116.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-21,TX,625,206.14285714285717,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-22,TX,233,239.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-23,TX,0,199.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-24,TX,0,150.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-25,TX,0,150.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-26,TX,50,140.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-27,TX,0,129.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-28,TX,0,40.42857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-29,TX,0,7.142857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-30,TX,0,7.142857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-10-31,TX,347,56.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-01,TX,186,83.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-02,TX,8,77.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-03,TX,305,120.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-04,TX,25,124.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-05,TX,0,124.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-06,TX,314,169.28571428571428,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-07,TX,117,136.42857142857142,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-08,TX,0,109.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-09,TX,0,108.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-10,TX,0,65.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-11,TX,0,61.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-12,TX,195,89.42857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-13,TX,391,100.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-14,TX,0,83.71428571428571,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-15,TX,122,101.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-16,TX,0,101.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-17,TX,0,101.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-18,TX,0,101.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-19,TX,0,73.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-20,TX,19,20.142857142857142,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-21,TX,0,20.142857142857142,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-22,TX,64,11.857142857142858,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-23,TX,0,11.857142857142858,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-24,TX,0,11.857142857142858,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-25,TX,0,11.857142857142858,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-26,TX,0,11.857142857142858,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-27,TX,161,32.142857142857146,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-28,TX,110,47.85714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-29,TX,0,38.71428571428572,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-11-30,TX,29,42.85714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-01,TX,160,65.71428571428571,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-02,TX,0,65.71428571428571,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-03,TX,118,82.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-04,TX,0,59.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-05,TX,124,61.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-06,TX,0,61.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-07,TX,0,57.42857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-08,TX,0,34.57142857142857,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-09,TX,19,37.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-10,TX,61,29.142857142857142,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-11,TX,0,29.142857142857142,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-12,TX,137,31.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-13,TX,0,31.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-14,TX,0,31.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-15,TX,0,31.0,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-16,TX,0,28.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-17,TX,19,22.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-18,TX,0,22.285714285714285,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-19,TX,0,2.7142857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-20,TX,211,32.857142857142854,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-21,TX,0,32.857142857142854,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-22,TX,177,58.142857142857146,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-23,TX,0,58.142857142857146,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-24,TX,115,71.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-25,TX,298,114.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-26,TX,0,114.42857142857144,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-27,TX,0,84.28571428571429,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-28,TX,125,102.14285714285714,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-29,TX,0,76.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-30,TX,84,88.85714285714286,Q4_2019,431.3596153846154,529.3319230769231,894683
2019-12-31,TX,0,72.42857142857143,Q4_2019,431.3596153846154,529.3319230769231,894683
2020-01-01,CA,0,87.42857142857143,Q1_2020,336.0228,410.6204,1284083
2020-01-02,CA,34,64.71428571428571,Q1_2020,336.0228,410.6204,1284083
2020-01-03,CA,21,57.0,Q1_2020,336.0228,410.6204,1284083
2020-01-04,CA,0,57.0,Q1_2020,336.0228,410.6204,1284083
2020-01-05,CA,159,63.71428571428572,Q1_2020,336.0228,410.6204,1284083
2020-01-06,CA,152,81.28571428571429,Q1_2020,336.0228,410.6204,1284083
2020-01-07,CA,101,66.71428571428571,Q1_2020,336.0228,410.6204,1284083
2020-01-08,CA,53,74.28571428571429,Q1_2020,336.0228,410.6204,1284083
2020-01-09,CA,0,69.42857142857143,Q1_2020,336.0228,410.6204,1284083
2020-01-10,CA,15,68.57142857142857,Q1_2020,336.0228,410.6204,1284083
2020-01-11,CA,31,73.0,Q1_2020,336.0228,410.6204,1284083
2020-01-12,CA,0,50.285714285714285,Q1_2020,336.0228,410.6204,1284083
2020-01-13,CA,67,38.142857142857146,Q1_2020,336.0228,410.6204,1284083
2020-01-14,CA,180,49.42857142857143,Q1_2020,336.0228,410.6204,1284083
2020-01-15,CA,477,110.0,Q1_2020,336.0228,410.6204,1284083
2020-01-16,CA,134,129.14285714285714,Q1_2020,336.0228,410.6204,1284083
2020-01-17,CA,151,148.57142857142858,Q1_2020,336.0228,410.6204,1284083
2020-01-18,CA,85,156.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-01-19,CA,0,156.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-01-20,CA,94,160.14285714285714,Q1_2020,336.0228,410.6204,1284083
2020-01-21,CA,112,150.42857142857142,Q1_2020,336.0228,410.6204,1284083
2020-01-22,CA,592,166.85714285714286,Q1_2020,336.0228,410.6204,1284083
2020-01-23,CA,61,156.42857142857142,Q1_2020,336.0228,410.6204,1284083
2020-01-24,CA,160,157.71428571428572,Q1_2020,336.0228,410.6204,1284083
2020-01-25,CA,93,158.85714285714286,Q1_2020,336.0228,410.6204,1284083
2020-01-26,CA,0,158.85714285714286,Q1_2020,336.0228,410.6204,1284083
2020-01-27,CA,328,192.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-01-28,CA,250,212.0,Q1_2020,336.0228,410.6204,1284083
2020-01-29,CA,258,164.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-01-30,CA,0,155.57142857142858,Q1_2020,336.0228,410.6204,1284083
2020-01-31,CA,380,187.0,Q1_2020,336.0228,410.6204,1284083
2020-02-01,CA,0,173.71428571428572,Q1_2020,336.0228,410.6204,1284083
2020-02-02,CA,217,204.7142857142857,Q1_2020,336.0228,410.6204,1284083
2020-02-03,CA,538,234.7142857142857,Q1_2020,336.0228,410.6204,1284083
2020-02-04,CA,0,199.0,Q1_2020,336.0228,410.6204,1284083
2020-02-05,CA,0,162.14285714285714,Q1_2020,336.0228,410.6204,1284083
2020-02-06,CA,119,179.14285714285714,Q1_2020,336.0228,410.6204,1284083
2020-02-07,CA,0,124.85714285714286,Q1_2020,336.0228,410.6204,1284083
2020-02-08,CA,0,124.85714285714286,Q1_2020,336.0228,410.6204,1284083
2020-02-09,CA,113,110.0,Q1_2020,336.0228,410.6204,1284083
2020-02-10,CA,0,33.142857142857146,Q1_2020,336.0228,410.6204,1284083
2020-02-11,CA,194,60.85714285714285,Q1_2020,336.0228,410.6204,1284083
2020-02-12,CA,0,60.85714285714285,Q1_2020,336.0228,410.6204,1284083
2020-02-13,CA,409,102.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-02-14,CA,0,102.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-02-15,CA,35,107.28571428571428,Q1_2020,336.0228,410.6204,1284083
2020-02-16,CA,262,128.57142857142858,Q1_2020,336.0228,410.6204,1284083
